;Pu2;Pu2;Pu2;Pu2;Pu2;Pu2;Pu2;Pu2;Pu2;Live Spectrum 25-Jul-19 2:57:58 PM;Live Spectrum 25-Jul-19 2:57:59 PM;Live Spectrum 25-Jul-19 2:58:00 PM;Live Spectrum 25-Jul-19 2:58:01 PM;Live Spectrum 25-Jul-19 2:58:02 PM;Live Spectrum 25-Jul-19 2:58:03 PM;Live Spectrum 25-Jul-19 2:58:04 PM;Live Spectrum 25-Jul-19 2:58:05 PM;Live Spectrum 25-Jul-19 2:58:06 PM;Live Spectrum 25-Jul-19 2:58:07 PM;Live Spectrum 25-Jul-19 2:58:08 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;
Wavelength [nm];Intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;
275,726;-65;-42;248;363;349;348;378;359;361;314;349;246;341;440;434;412;-21;-23;82;-62;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;
391,547;-26,407;39,634;572,12;586,83;563,51;562,04;604,57;626,83;584,92;506,81;624,57;499,08;629,08;557,57;541,93;549,79;18,51;-28,09;-53,683;-3,5725;45,586;45,586;45,586;45,586;45,586;45,586;45,586;45,586;45,586;45,586;45,586;45,586;45,586;45,586;45,586;45,586;45,586;45,586;45,586;45,586;45,586;45,586;45,586;45,586;45,586;45,586;45,586;45,586;45,586;45,586;45,586;
391,876;-41,804;0,12674;624,25;664,83;575,61;670,97;606,54;626,12;636,3;553,41;643,34;598,43;594,51;692,08;561,19;564,34;-17,145;-39,613;9,4457;-22,341;14,162;14,162;14,162;14,162;14,162;14,162;14,162;14,162;14,162;14,162;14,162;14,162;14,162;14,162;14,162;14,162;14,162;14,162;14,162;14,162;14,162;14,162;14,162;14,162;14,162;14,162;14,162;14,162;14,162;14,162;14,162;
392,205;-26,967;-51,988;584,31;663,08;622,99;655,34;607;687,32;596,16;560,85;590,64;614,7;581,48;617,17;578,63;643,65;24,84;-51,22;6,0771;69,531;68,763;68,763;68,763;68,763;68,763;68,763;68,763;68,763;68,763;68,763;68,763;68,763;68,763;68,763;68,763;68,763;68,763;68,763;68,763;68,763;68,763;68,763;68,763;68,763;68,763;68,763;68,763;68,763;68,763;68,763;68,763;
392,534;25,951;-61,638;638,23;592,21;615,44;720,42;568,51;619,39;588,82;602,76;629,31;633,83;602,11;571,52;662,07;584,12;33,819;-49,724;-15,653;-63,854;35,6;35,6;35,6;35,6;35,6;35,6;35,6;35,6;35,6;35,6;35,6;35,6;35,6;35,6;35,6;35,6;35,6;35,6;35,6;35,6;35,6;35,6;35,6;35,6;35,6;35,6;35,6;35,6;35,6;35,6;35,6;
392,863;3,983;37,837;617,41;554,2;584,49;607,08;602,45;549,33;579,57;519,24;559,82;576,68;610,93;535,13;564,44;561,71;36,358;-83,589;2,7974;-25,463;22,856;22,856;22,856;22,856;22,856;22,856;22,856;22,856;22,856;22,856;22,856;22,856;22,856;22,856;22,856;22,856;22,856;22,856;22,856;22,856;22,856;22,856;22,856;22,856;22,856;22,856;22,856;22,856;22,856;22,856;22,856;
393,192;-36,641;-26,157;624,57;595,46;610,9;613,43;574,83;536,51;541,59;511,33;573,41;571,3;604,47;597,82;587,24;593,15;1,592;-53,825;-39,968;22,628;33,3;33,3;33,3;33,3;33,3;33,3;33,3;33,3;33,3;33,3;33,3;33,3;33,3;33,3;33,3;33,3;33,3;33,3;33,3;33,3;33,3;33,3;33,3;33,3;33,3;33,3;33,3;33,3;33,3;33,3;33,3;
393,521;-34,749;28,318;645,13;599,47;678,21;583,76;618,93;599,7;548,74;549,43;584,28;629,05;580,38;641,18;605;610,49;-15,045;-2,0839;-5,5532;44,972;9,6146;9,6146;9,6146;9,6146;9,6146;9,6146;9,6146;9,6146;9,6146;9,6146;9,6146;9,6146;9,6146;9,6146;9,6146;9,6146;9,6146;9,6146;9,6146;9,6146;9,6146;9,6146;9,6146;9,6146;9,6146;9,6146;9,6146;9,6146;9,6146;9,6146;9,6146;
393,850;3,7119;18,344;590,46;601,19;615,38;586,95;638,94;601,98;562,88;578,51;563,36;599,78;602,96;653,82;582,3;562,09;3,6399;-13,144;22,256;1,8401;-26,456;-26,456;-26,456;-26,456;-26,456;-26,456;-26,456;-26,456;-26,456;-26,456;-26,456;-26,456;-26,456;-26,456;-26,456;-26,456;-26,456;-26,456;-26,456;-26,456;-26,456;-26,456;-26,456;-26,456;-26,456;-26,456;-26,456;-26,456;-26,456;-26,456;-26,456;
394,179;38,663;-25,907;614,12;644,64;620,26;598,62;613,75;605,11;541,75;551,92;538,92;599,94;573,09;555,72;606,74;612,41;20,865;-23,689;24,034;-40,974;15,091;15,091;15,091;15,091;15,091;15,091;15,091;15,091;15,091;15,091;15,091;15,091;15,091;15,091;15,091;15,091;15,091;15,091;15,091;15,091;15,091;15,091;15,091;15,091;15,091;15,091;15,091;15,091;15,091;15,091;15,091;
394,508;2,9101;-15,332;596,16;636,73;595,04;574,46;648,34;610,13;600,63;545,83;516,05;595,81;541,9;569,02;596,97;594,32;16,28;-15,526;19,263;-37,052;-6,8269;-6,8269;-6,8269;-6,8269;-6,8269;-6,8269;-6,8269;-6,8269;-6,8269;-6,8269;-6,8269;-6,8269;-6,8269;-6,8269;-6,8269;-6,8269;-6,8269;-6,8269;-6,8269;-6,8269;-6,8269;-6,8269;-6,8269;-6,8269;-6,8269;-6,8269;-6,8269;-6,8269;-6,8269;-6,8269;-6,8269;
394,837;13,954;1,9511;571,95;654,41;545,93;610,94;628,01;636,15;636,92;596,09;532,97;583,05;615,5;577,13;587,67;592,46;22,804;-25,165;-7,7892;-2,6206;-17,523;-17,523;-17,523;-17,523;-17,523;-17,523;-17,523;-17,523;-17,523;-17,523;-17,523;-17,523;-17,523;-17,523;-17,523;-17,523;-17,523;-17,523;-17,523;-17,523;-17,523;-17,523;-17,523;-17,523;-17,523;-17,523;-17,523;-17,523;-17,523;-17,523;-17,523;
395,166;-6,4032;21,288;605,79;635,5;577,73;658,71;552,17;659,46;632;573,02;542,63;570,96;657,17;638,1;560,1;593,81;8,1349;-3,212;-2,6926;-2,2882;-37,461;-37,461;-37,461;-37,461;-37,461;-37,461;-37,461;-37,461;-37,461;-37,461;-37,461;-37,461;-37,461;-37,461;-37,461;-37,461;-37,461;-37,461;-37,461;-37,461;-37,461;-37,461;-37,461;-37,461;-37,461;-37,461;-37,461;-37,461;-37,461;-37,461;-37,461;
395,495;-14,589;9,791;627,32;560,56;626,6;652,24;557,34;640,94;642,5;521,55;565,41;574,03;630,19;621,02;580,74;605,36;-0,54662;9,9207;26,029;-21,777;-28,812;-28,812;-28,812;-28,812;-28,812;-28,812;-28,812;-28,812;-28,812;-28,812;-28,812;-28,812;-28,812;-28,812;-28,812;-28,812;-28,812;-28,812;-28,812;-28,812;-28,812;-28,812;-28,812;-28,812;-28,812;-28,812;-28,812;-28,812;-28,812;-28,812;-28,812;
395,824;9,0439;24,445;649,62;574,25;609,92;628,64;599,39;635,78;624,41;545,52;613,19;576,12;639,14;580;663,89;586,17;8,4927;-29,083;36;4,5322;-8,3319;-8,3319;-8,3319;-8,3319;-8,3319;-8,3319;-8,3319;-8,3319;-8,3319;-8,3319;-8,3319;-8,3319;-8,3319;-8,3319;-8,3319;-8,3319;-8,3319;-8,3319;-8,3319;-8,3319;-8,3319;-8,3319;-8,3319;-8,3319;-8,3319;-8,3319;-8,3319;-8,3319;-8,3319;-8,3319;-8,3319;
396,153;24,408;24,344;635,04;577,68;559,37;630,04;603,78;616,03;579,89;570,26;617,97;529,34;628,57;600,27;646,63;515,61;15,443;-43,274;24,035;14,911;-17,699;-17,699;-17,699;-17,699;-17,699;-17,699;-17,699;-17,699;-17,699;-17,699;-17,699;-17,699;-17,699;-17,699;-17,699;-17,699;-17,699;-17,699;-17,699;-17,699;-17,699;-17,699;-17,699;-17,699;-17,699;-17,699;-17,699;-17,699;-17,699;-17,699;-17,699;
396,483;37,445;-16,723;601,97;586,87;582,76;617,76;608,98;580,99;585,38;542,46;580,46;519,93;579,73;625,77;578,28;495,13;9,7402;-2,0468;23,688;-20,838;-10,295;-10,295;-10,295;-10,295;-10,295;-10,295;-10,295;-10,295;-10,295;-10,295;-10,295;-10,295;-10,295;-10,295;-10,295;-10,295;-10,295;-10,295;-10,295;-10,295;-10,295;-10,295;-10,295;-10,295;-10,295;-10,295;-10,295;-10,295;-10,295;-10,295;-10,295;
396,812;-21,439;-13,372;619,63;632,7;654,33;580,84;637,6;607,58;598,63;508,72;575,98;546,26;614,28;616,98;587,91;528,14;-15,511;-21,788;8,3974;-14,629;-9,5346;-9,5346;-9,5346;-9,5346;-9,5346;-9,5346;-9,5346;-9,5346;-9,5346;-9,5346;-9,5346;-9,5346;-9,5346;-9,5346;-9,5346;-9,5346;-9,5346;-9,5346;-9,5346;-9,5346;-9,5346;-9,5346;-9,5346;-9,5346;-9,5346;-9,5346;-9,5346;-9,5346;-9,5346;-9,5346;-9,5346;
397,141;-71,134;-11,556;624,35;587,96;651,3;610,84;635,78;632,37;610,01;513,69;595,2;558,37;670,75;574,8;619,96;562;-28,089;-74,868;-44,815;-7,5027;1,5992;1,5992;1,5992;1,5992;1,5992;1,5992;1,5992;1,5992;1,5992;1,5992;1,5992;1,5992;1,5992;1,5992;1,5992;1,5992;1,5992;1,5992;1,5992;1,5992;1,5992;1,5992;1,5992;1,5992;1,5992;1,5992;1,5992;1,5992;1,5992;1,5992;1,5992;
397,470;-19,098;-2,3306;608,58;596,55;601,56;664,4;587,01;605,5;649,93;550,99;559,49;599,32;636,45;648,91;617,64;538,53;-10,824;-40,241;-32,461;-41,049;46,58;46,58;46,58;46,58;46,58;46,58;46,58;46,58;46,58;46,58;46,58;46,58;46,58;46,58;46,58;46,58;46,58;46,58;46,58;46,58;46,58;46,58;46,58;46,58;46,58;46,58;46,58;46,58;46,58;46,58;46,58;
397,799;-9,0189;-6,8776;551,18;549,26;576,13;650,49;582,91;566,68;617,51;552,7;539,6;527,86;602,23;599,84;552,14;503,83;32,176;-62,702;-10,545;-14,086;46,823;46,823;46,823;46,823;46,823;46,823;46,823;46,823;46,823;46,823;46,823;46,823;46,823;46,823;46,823;46,823;46,823;46,823;46,823;46,823;46,823;46,823;46,823;46,823;46,823;46,823;46,823;46,823;46,823;46,823;46,823;
398,128;-34,289;-11,745;562,33;578,63;625,73;650,81;582,79;571,94;637,09;535,78;591,1;549,05;589,14;617,95;577,86;552,08;34,554;-48,97;-24,757;16,48;11,093;11,093;11,093;11,093;11,093;11,093;11,093;11,093;11,093;11,093;11,093;11,093;11,093;11,093;11,093;11,093;11,093;11,093;11,093;11,093;11,093;11,093;11,093;11,093;11,093;11,093;11,093;11,093;11,093;11,093;11,093;
398,457;-6,224;-7,9442;583,99;619,93;580,32;649,24;585,25;576,48;503,83;500,58;601,01;566,5;584,47;610,31;590,48;590,55;16,103;-10,663;-0,36442;-6,2808;47,897;47,897;47,897;47,897;47,897;47,897;47,897;47,897;47,897;47,897;47,897;47,897;47,897;47,897;47,897;47,897;47,897;47,897;47,897;47,897;47,897;47,897;47,897;47,897;47,897;47,897;47,897;47,897;47,897;47,897;47,897;
398,786;21,839;-28,161;631,12;614,14;614,74;664,74;552,62;595,56;567,91;545,09;543,21;585,65;579,15;619,72;610,37;558,44;29,443;-2,5973;12,249;-28,12;31,537;31,537;31,537;31,537;31,537;31,537;31,537;31,537;31,537;31,537;31,537;31,537;31,537;31,537;31,537;31,537;31,537;31,537;31,537;31,537;31,537;31,537;31,537;31,537;31,537;31,537;31,537;31,537;31,537;31,537;31,537;
399,115;33,33;-9,7356;593,64;582,72;583,58;636,57;564,69;578,9;522,82;594,12;564,07;609,23;573,14;580,24;608,24;583,04;39,271;-7,596;27,977;7,6684;-8,706;-8,706;-8,706;-8,706;-8,706;-8,706;-8,706;-8,706;-8,706;-8,706;-8,706;-8,706;-8,706;-8,706;-8,706;-8,706;-8,706;-8,706;-8,706;-8,706;-8,706;-8,706;-8,706;-8,706;-8,706;-8,706;-8,706;-8,706;-8,706;-8,706;-8,706;
399,444;-19,206;-29,85;636,62;597,58;616,75;651,33;573,14;599,44;574,08;579,45;633,96;564,36;671,11;608,74;676,63;593,34;-35,946;-31,371;-25,18;-44,85;-15,974;-15,974;-15,974;-15,974;-15,974;-15,974;-15,974;-15,974;-15,974;-15,974;-15,974;-15,974;-15,974;-15,974;-15,974;-15,974;-15,974;-15,974;-15,974;-15,974;-15,974;-15,974;-15,974;-15,974;-15,974;-15,974;-15,974;-15,974;-15,974;-15,974;-15,974;
399,773;6,601;-10,314;610,99;579,25;652,58;601,22;574,84;576,48;568,91;572,96;579,3;506,71;631,59;626,73;610,24;562,01;-19,858;12,736;36,506;-22,905;16,868;16,868;16,868;16,868;16,868;16,868;16,868;16,868;16,868;16,868;16,868;16,868;16,868;16,868;16,868;16,868;16,868;16,868;16,868;16,868;16,868;16,868;16,868;16,868;16,868;16,868;16,868;16,868;16,868;16,868;16,868;
400,102;-29,185;-15,033;626,84;605,84;644,06;586,87;582;570,91;622,77;544,6;593,99;634,54;602,22;623,93;651,15;544,35;6,8548;-73,911;-17,33;-4,7096;-25,475;-25,475;-25,475;-25,475;-25,475;-25,475;-25,475;-25,475;-25,475;-25,475;-25,475;-25,475;-25,475;-25,475;-25,475;-25,475;-25,475;-25,475;-25,475;-25,475;-25,475;-25,475;-25,475;-25,475;-25,475;-25,475;-25,475;-25,475;-25,475;-25,475;-25,475;
400,431;-8,5939;-39,257;610,91;591,97;582,13;599,82;582,08;560,2;556,24;516,19;535,43;555,4;497,25;513,8;600,66;537,13;5,1216;-57,528;4,3648;-2,2564;-4,9057;-4,9057;-4,9057;-4,9057;-4,9057;-4,9057;-4,9057;-4,9057;-4,9057;-4,9057;-4,9057;-4,9057;-4,9057;-4,9057;-4,9057;-4,9057;-4,9057;-4,9057;-4,9057;-4,9057;-4,9057;-4,9057;-4,9057;-4,9057;-4,9057;-4,9057;-4,9057;-4,9057;-4,9057;-4,9057;-4,9057;
400,760;-69,765;1,8743;585,28;614,79;608,68;641,86;583,38;636,15;561,71;567,61;662,98;635,79;667,96;650,72;569,27;564,52;7,4553;0,40499;13,067;-31,606;20,816;20,816;20,816;20,816;20,816;20,816;20,816;20,816;20,816;20,816;20,816;20,816;20,816;20,816;20,816;20,816;20,816;20,816;20,816;20,816;20,816;20,816;20,816;20,816;20,816;20,816;20,816;20,816;20,816;20,816;20,816;
401,089;-42,663;-12,645;618,19;590,59;571,9;510,22;511,75;653,57;527,83;523,09;544,89;611,59;547,94;617,81;600,24;624,53;-55,461;-68,319;20,811;13,887;-0,47899;-0,47899;-0,47899;-0,47899;-0,47899;-0,47899;-0,47899;-0,47899;-0,47899;-0,47899;-0,47899;-0,47899;-0,47899;-0,47899;-0,47899;-0,47899;-0,47899;-0,47899;-0,47899;-0,47899;-0,47899;-0,47899;-0,47899;-0,47899;-0,47899;-0,47899;-0,47899;-0,47899;-0,47899;-0,47899;-0,47899;
401,418;-63,718;-0,72468;669,05;602,28;651,26;604,26;584,6;593,57;587,43;610,76;623,21;565,68;647,92;714,26;630,27;542,91;75,196;-40,728;-12,049;-14,272;0,88851;0,88851;0,88851;0,88851;0,88851;0,88851;0,88851;0,88851;0,88851;0,88851;0,88851;0,88851;0,88851;0,88851;0,88851;0,88851;0,88851;0,88851;0,88851;0,88851;0,88851;0,88851;0,88851;0,88851;0,88851;0,88851;0,88851;0,88851;0,88851;0,88851;0,88851;
401,747;24,395;-28,278;554,33;608,47;475,39;552,53;555,25;612,8;549,04;622,39;576,92;569,39;582,85;602,33;553,55;517,93;37,39;9,3462;-48,663;-28,771;-12,683;-12,683;-12,683;-12,683;-12,683;-12,683;-12,683;-12,683;-12,683;-12,683;-12,683;-12,683;-12,683;-12,683;-12,683;-12,683;-12,683;-12,683;-12,683;-12,683;-12,683;-12,683;-12,683;-12,683;-12,683;-12,683;-12,683;-12,683;-12,683;-12,683;-12,683;
402,076;-43,578;-53,005;634,54;668,85;565,39;662,31;559,92;621,16;579,33;587,79;578,16;619,29;595,36;629,73;554,8;625,15;6,5937;-29,13;-0,9479;-28,24;-2,5573;-2,5573;-2,5573;-2,5573;-2,5573;-2,5573;-2,5573;-2,5573;-2,5573;-2,5573;-2,5573;-2,5573;-2,5573;-2,5573;-2,5573;-2,5573;-2,5573;-2,5573;-2,5573;-2,5573;-2,5573;-2,5573;-2,5573;-2,5573;-2,5573;-2,5573;-2,5573;-2,5573;-2,5573;-2,5573;-2,5573;
402,405;-12,437;-19,526;575,75;585,39;600,36;634,74;613,59;571,95;519,53;536,35;579;536,94;661,62;569,69;577,21;547,54;-1,2412;-51,116;9,3929;-37,331;-20,509;-20,509;-20,509;-20,509;-20,509;-20,509;-20,509;-20,509;-20,509;-20,509;-20,509;-20,509;-20,509;-20,509;-20,509;-20,509;-20,509;-20,509;-20,509;-20,509;-20,509;-20,509;-20,509;-20,509;-20,509;-20,509;-20,509;-20,509;-20,509;-20,509;-20,509;
402,734;17,039;46,587;641,36;574,71;617,88;665,36;596,88;622,59;629,62;590,85;575,73;592,83;650,96;654,32;617,73;566,92;64,933;-14,82;2,6537;-61,039;-20,735;-20,735;-20,735;-20,735;-20,735;-20,735;-20,735;-20,735;-20,735;-20,735;-20,735;-20,735;-20,735;-20,735;-20,735;-20,735;-20,735;-20,735;-20,735;-20,735;-20,735;-20,735;-20,735;-20,735;-20,735;-20,735;-20,735;-20,735;-20,735;-20,735;-20,735;
403,063;53,377;-24,718;589,97;634,83;610,02;660,66;583,94;621,88;613,86;597,94;604,81;590,17;606,78;627,37;620,51;578,92;22,737;-2,8623;33,161;-62,078;23,928;23,928;23,928;23,928;23,928;23,928;23,928;23,928;23,928;23,928;23,928;23,928;23,928;23,928;23,928;23,928;23,928;23,928;23,928;23,928;23,928;23,928;23,928;23,928;23,928;23,928;23,928;23,928;23,928;23,928;23,928;
403,392;27,386;24,991;569,5;594,56;607;603,57;556,42;614,24;615,54;575,68;576,13;609,08;584,71;602,71;633,3;548,4;-12,565;16,06;-3,1491;11,991;-17,426;-17,426;-17,426;-17,426;-17,426;-17,426;-17,426;-17,426;-17,426;-17,426;-17,426;-17,426;-17,426;-17,426;-17,426;-17,426;-17,426;-17,426;-17,426;-17,426;-17,426;-17,426;-17,426;-17,426;-17,426;-17,426;-17,426;-17,426;-17,426;-17,426;-17,426;
403,721;-56,784;25,219;563,96;610,59;598,35;629,96;568,18;619,49;593,34;518,56;535,17;635,02;590,37;534,86;595,48;554,57;-6,0285;27,765;22,356;-22,372;-1,8506;-1,8506;-1,8506;-1,8506;-1,8506;-1,8506;-1,8506;-1,8506;-1,8506;-1,8506;-1,8506;-1,8506;-1,8506;-1,8506;-1,8506;-1,8506;-1,8506;-1,8506;-1,8506;-1,8506;-1,8506;-1,8506;-1,8506;-1,8506;-1,8506;-1,8506;-1,8506;-1,8506;-1,8506;-1,8506;-1,8506;
404,050;-42,296;-30,837;602,64;618,49;634,26;631,16;669,67;681,92;615,37;600,25;615,61;666,8;625,68;609,18;652,7;607,15;-13,398;-7,1938;8,3827;-38,112;19,954;19,954;19,954;19,954;19,954;19,954;19,954;19,954;19,954;19,954;19,954;19,954;19,954;19,954;19,954;19,954;19,954;19,954;19,954;19,954;19,954;19,954;19,954;19,954;19,954;19,954;19,954;19,954;19,954;19,954;19,954;
404,379;-33,512;-46,744;628,23;639,65;630,98;618,09;648,27;659,07;614,89;601,32;611,67;643,84;638,69;606,7;620,3;599,75;46,043;9,5072;-0,40097;-19,889;-15,42;-15,42;-15,42;-15,42;-15,42;-15,42;-15,42;-15,42;-15,42;-15,42;-15,42;-15,42;-15,42;-15,42;-15,42;-15,42;-15,42;-15,42;-15,42;-15,42;-15,42;-15,42;-15,42;-15,42;-15,42;-15,42;-15,42;-15,42;-15,42;-15,42;-15,42;
404,708;5,3875;15,392;687,64;648,87;648,13;653,76;631,25;607,37;607;575,5;625,51;659,76;617,37;612,01;639,14;606,88;51,242;11,371;5,1259;-18,252;-4,7412;-4,7412;-4,7412;-4,7412;-4,7412;-4,7412;-4,7412;-4,7412;-4,7412;-4,7412;-4,7412;-4,7412;-4,7412;-4,7412;-4,7412;-4,7412;-4,7412;-4,7412;-4,7412;-4,7412;-4,7412;-4,7412;-4,7412;-4,7412;-4,7412;-4,7412;-4,7412;-4,7412;-4,7412;-4,7412;-4,7412;
405,037;-2,4169;8,869;640,3;633,35;608,03;662,76;618,45;589,03;567,84;576,37;577,39;647,96;619,24;574,22;615,81;599,82;81,472;-27,076;18,274;-21,407;16,374;16,374;16,374;16,374;16,374;16,374;16,374;16,374;16,374;16,374;16,374;16,374;16,374;16,374;16,374;16,374;16,374;16,374;16,374;16,374;16,374;16,374;16,374;16,374;16,374;16,374;16,374;16,374;16,374;16,374;16,374;
405,366;-56,895;-8,2037;601,29;657,14;634,16;645,7;585,59;577,45;596,05;575,19;584,61;598,48;586,87;589,93;603,28;612,4;56,704;-13,858;22,068;-4,7098;-22,445;-22,445;-22,445;-22,445;-22,445;-22,445;-22,445;-22,445;-22,445;-22,445;-22,445;-22,445;-22,445;-22,445;-22,445;-22,445;-22,445;-22,445;-22,445;-22,445;-22,445;-22,445;-22,445;-22,445;-22,445;-22,445;-22,445;-22,445;-22,445;-22,445;-22,445;
405,696;-51,317;-19,672;589,09;634,77;683,94;632,58;611,75;559,93;561,08;568,76;589,31;545,73;581,03;597,55;613,99;574,69;8,8197;-2,8415;47,623;1,1093;-38,098;-38,098;-38,098;-38,098;-38,098;-38,098;-38,098;-38,098;-38,098;-38,098;-38,098;-38,098;-38,098;-38,098;-38,098;-38,098;-38,098;-38,098;-38,098;-38,098;-38,098;-38,098;-38,098;-38,098;-38,098;-38,098;-38,098;-38,098;-38,098;-38,098;-38,098;
406,025;-9,5515;-0,62456;643,74;606,45;659,58;614,04;648,5;588,38;539,34;580,95;571,45;552,39;606,5;582,45;615,97;556,89;33,907;-9,5216;-1,7509;-35,897;-43,934;-43,934;-43,934;-43,934;-43,934;-43,934;-43,934;-43,934;-43,934;-43,934;-43,934;-43,934;-43,934;-43,934;-43,934;-43,934;-43,934;-43,934;-43,934;-43,934;-43,934;-43,934;-43,934;-43,934;-43,934;-43,934;-43,934;-43,934;-43,934;-43,934;-43,934;
406,354;-1,4667;49,133;684,6;609,8;636;635,6;638,8;605;609,87;570,87;617,4;601,93;623,4;591,93;610,13;586,33;55;1,6667;-5,1334;-65,6;-29;-29;-29;-29;-29;-29;-29;-29;-29;-29;-29;-29;-29;-29;-29;-29;-29;-29;-29;-29;-29;-29;-29;-29;-29;-29;-29;-29;-29;-29;-29;
406,683;-5,6496;36,028;653,88;604,83;632,52;663,99;614,69;601,01;646,44;588,85;625,33;610,3;627,51;616,32;592,87;567,08;28,728;-24,758;55,248;-63,13;10,13;10,13;10,13;10,13;10,13;10,13;10,13;10,13;10,13;10,13;10,13;10,13;10,13;10,13;10,13;10,13;10,13;10,13;10,13;10,13;10,13;10,13;10,13;10,13;10,13;10,13;10,13;10,13;10,13;10,13;10,13;
407,012;0,80689;0,59655;655,09;615;619,12;628;631,87;605,62;614,01;601,38;594,02;582,46;599,51;621,09;615,79;549,4;21,541;-64,386;16,51;-46,266;11,421;11,421;11,421;11,421;11,421;11,421;11,421;11,421;11,421;11,421;11,421;11,421;11,421;11,421;11,421;11,421;11,421;11,421;11,421;11,421;11,421;11,421;11,421;11,421;11,421;11,421;11,421;11,421;11,421;11,421;11,421;
407,341;21,709;21,569;629,68;645,49;607,12;594,74;633,26;594,45;589,88;558,49;614,11;583,66;592,92;572,83;645,03;577,52;19,597;-37,828;-1,975;-27,091;8,6782;8,6782;8,6782;8,6782;8,6782;8,6782;8,6782;8,6782;8,6782;8,6782;8,6782;8,6782;8,6782;8,6782;8,6782;8,6782;8,6782;8,6782;8,6782;8,6782;8,6782;8,6782;8,6782;8,6782;8,6782;8,6782;8,6782;8,6782;8,6782;8,6782;8,6782;
407,670;37,304;23,289;608,11;661,95;617,85;605,87;587,31;619,13;648,35;608,64;615,78;594,33;601,53;562,62;618,9;629,79;-24,319;-8,2301;8,654;-15,283;-3,3612;-3,3612;-3,3612;-3,3612;-3,3612;-3,3612;-3,3612;-3,3612;-3,3612;-3,3612;-3,3612;-3,3612;-3,3612;-3,3612;-3,3612;-3,3612;-3,3612;-3,3612;-3,3612;-3,3612;-3,3612;-3,3612;-3,3612;-3,3612;-3,3612;-3,3612;-3,3612;-3,3612;-3,3612;-3,3612;-3,3612;
407,999;-8,4265;-33,5;609,85;608,21;624,19;609,25;639,04;592,59;608,74;589,32;559,91;561,88;617,1;564,99;576,46;637,29;-15,279;-19,809;39;14,824;-1,0588;-1,0588;-1,0588;-1,0588;-1,0588;-1,0588;-1,0588;-1,0588;-1,0588;-1,0588;-1,0588;-1,0588;-1,0588;-1,0588;-1,0588;-1,0588;-1,0588;-1,0588;-1,0588;-1,0588;-1,0588;-1,0588;-1,0588;-1,0588;-1,0588;-1,0588;-1,0588;-1,0588;-1,0588;-1,0588;-1,0588;
408,328;-29,563;-13,882;614,97;662,46;596,4;590,36;613,45;578,77;604,92;561,15;555,77;607,71;658,92;643,07;579,38;613,19;2,5546;-14,748;14,597;-3,1596;2,2354;2,2354;2,2354;2,2354;2,2354;2,2354;2,2354;2,2354;2,2354;2,2354;2,2354;2,2354;2,2354;2,2354;2,2354;2,2354;2,2354;2,2354;2,2354;2,2354;2,2354;2,2354;2,2354;2,2354;2,2354;2,2354;2,2354;2,2354;2,2354;2,2354;2,2354;
